house_id,Type,Location,Area,Bath(s),Bedroom(s),Price,Area_Marlas
47026875,house,other,10 Marla,5,4,27000000,10.0
47019710,house,other,9 Marla,5,4,26500000,9.0
47019776,house,"dha defence, lahore, punjab",10 Marla,5,4,43000000,10.0
47026465,house,other,5 Marla,4,3,12000000,5.0
46683166,house,"dha defence, lahore, punjab",5 Marla,3,3,25000000,5.0
45869863,flat,other,3.5 Marla,1,1,12600000,3.5
45908503,flat,other,4.4 Marla,2,2,6740000,4.4
46807368,house,other,4.2 Kanal,6,10,320000000,84.0
46807369,house,other,4.2 Kanal,6,10,320000000,84.0
41570933,house,"dha defence, lahore, punjab",2 Kanal,7,6,140000000,40.0
37880989,house,other,1.2 Kanal,6,6,60000000,24.0
45839392,house,other,4 Marla,4,3,9800000,4.0
44828110,house,other,18 Marla,6,6,42500000,18.0
46083281,house,"wapda town, lahore, punjab",10 Marla,5,4,36000000,10.0
47014333,house,"dha 11 rahbar, lahore, punjab",5 Marla,5,4,20000000,5.0
46267645,house,"allama iqbal town, lahore, punjab",3 Marla,3,3,11500000,3.0
46546799,flat,"bahria town, lahore, punjab",2.4 Marla,1,1,13500000,2.4
47014757,house,"johar town, lahore, punjab",5 Marla,4,4,23000000,5.0
46761579,house,other,5 Marla,3,3,14500000,5.0
46440621,house,"bahria town, lahore, punjab",5 Marla,5,4,17300000,5.0
46267681,house,"allama iqbal town, lahore, punjab",3 Marla,3,3,11500000,3.0
45261933,house,"dha defence, lahore, punjab",1 Kanal,6,5,72300000,20.0
46568497,house,"bahria town, lahore, punjab",5 Marla,4,3,26000000,5.0
46567368,house,"bahria town, lahore, punjab",10 Marla,6,5,45000000,10.0
47016073,house,"bahria orchard, lahore, punjab",5 Marla,4,3,18500000,5.0
40341153,house,"johar town, lahore, punjab",12 Marla,7,6,60000000,12.0
46564881,house,other,1 Kanal,6,7,75000000,20.0
47009955,house,"bahria town, lahore, punjab",10 Marla,6,5,37500000,10.0
45530590,flat,"bahria town, lahore, punjab",1.2 Marla,1,1,4600000,1.2
46887940,house,other,5 Marla,4,3,8500000,5.0
47010515,house,"dha defence, lahore, punjab",1 Kanal,5,4,130000000,20.0
47010696,house,"dha defence, lahore, punjab",10 Marla,5,4,45000000,10.0
46601940,flat,other,2.1 Marla,1,1,3600000,2.1
47010780,house,"raiwind road, lahore, punjab",5 Marla,4,3,19000000,5.0
46285624,house,"askari, lahore, punjab",10 Marla,5,4,43500000,10.0
46200226,house,other,10 Marla,3,3,18500000,10.0
47004494,flat,"bahria orchard, lahore, punjab",3.2 Marla,1,1,9818000,3.2
47004222,house,"dha defence, lahore, punjab",5 Marla,3,2,17000000,5.0
47004239,flat,"askari, lahore, punjab",10 Marla,3,3,25500000,10.0
46285627,house,"askari, lahore, punjab",10 Marla,5,4,43500000,10.0
46412519,house,"askari, lahore, punjab",17 Marla,6,5,86000000,17.0
47010936,house,"bahria orchard, lahore, punjab",5 Marla,4,3,15000000,5.0
44844267,house,"bahria town, lahore, punjab",10 Marla,5,5,35000000,10.0
45857857,house,"dha defence, lahore, punjab",1 Kanal,6,5,79800000,20.0
45831777,house,"state life housing society, lahore, punjab",1 Kanal,6,5,57500000,20.0
44644502,house,"bahria town, lahore, punjab",1 Kanal,5,4,57500000,20.0
46065052,flat,"bahria town, lahore, punjab",2.5 Marla,1,1,6600000,2.5
46751390,house,"bahria town, lahore, punjab",10 Marla,6,5,28500000,10.0
46337903,flat,"bahria town, lahore, punjab",2.3 Marla,1,1,6000000,2.3
47001601,house,"johar town, lahore, punjab",8 Marla,6,5,27500000,8.0
46038826,flat,"bahria town, lahore, punjab",2.2 Marla,1,1,6800000,2.2
46303511,flat,"bahria town, lahore, punjab",2.2 Marla,1,1,6400000,2.2
45971432,flat,"bahria town, lahore, punjab",2.1 Marla,1,1,6800000,2.1
45196324,house,"wapda town, lahore, punjab",10 Marla,6,6,40000000,10.0
47000412,house,other,5 Marla,2,2,30000000,5.0
45295075,house,other,1 Kanal,6,7,45000000,20.0
45504181,house,other,10 Marla,6,5,27000000,10.0
46480739,house,other,1 Kanal,6,6,52000000,20.0
46480720,house,other,10 Marla,6,5,30000000,10.0
46178111,house,other,4.5 Marla,4,3,16000000,4.5
47003258,house,"bahria orchard, lahore, punjab",10 Marla,6,5,37500000,10.0
46542022,house,other,10 Marla,6,6,27500000,10.0
46759240,house,other,2.5 Marla,1,1,11000000,2.5
46749682,house,"dha defence, lahore, punjab",6 Marla,5,4,30000000,6.0
46978768,house,"dha defence, lahore, punjab",2.4 Kanal,6,10,142000000,48.0
46048176,house,"dha defence, lahore, punjab",1 Kanal,6,5,95000000,20.0
46029923,house,"dha defence, lahore, punjab",1 Kanal,6,5,110000000,20.0
46024134,house,"dha defence, lahore, punjab",2 Kanal,6,5,230000000,40.0
46002817,house,"dha defence, lahore, punjab",1 Kanal,5,4,128500000,20.0
46019918,house,"dha defence, lahore, punjab",1 Kanal,6,5,147500000,20.0
45601684,house,other,10 Marla,6,5,40000000,10.0
44931090,house,"dha defence, lahore, punjab",5 Marla,4,3,21000000,5.0
43913530,house,"dha defence, lahore, punjab",1 Kanal,7,6,99000000,20.0
46995190,house,other,17 Marla,6,6,85000000,17.0
46695549,house,"dha defence, lahore, punjab",2 Kanal,6,6,448000000,40.0
46856677,house,other,3.5 Marla,3,3,9000000,3.5
46188761,house,other,3 Marla,2,2,9000000,3.0
46865451,house,other,4 Marla,4,4,12800000,4.0
46325291,house,"al rehman garden, lahore, punjab",5 Marla,6,5,15500000,5.0
46412073,house,other,3 Marla,2,2,9000000,3.0
45995415,house,other,4 Marla,3,3,12800000,4.0
45993008,house,other,3 Marla,3,3,12800000,3.0
45908639,house,"al rehman garden, lahore, punjab",3 Marla,3,3,11800000,3.0
45994742,house,other,3 Marla,3,3,7200000,3.0
45841708,house,"al rehman garden, lahore, punjab",2.5 Marla,3,3,8500000,2.5
45840942,house,"al rehman garden, lahore, punjab",3 Marla,3,3,10400000,3.0
45823455,house,other,3.2 Marla,5,6,8800000,3.2
45785812,house,"gt road, lahore, punjab",3 Marla,4,3,13000000,3.0
45823214,house,other,1.7 Marla,2,3,5400000,1.7
45731495,house,"al rehman garden, lahore, punjab",3 Marla,3,3,10800000,3.0
45802238,house,"al rehman garden, lahore, punjab",4.8 Marla,6,5,16500000,4.8
46371891,house,other,3 Kanal,6,6,280000000,60.0
44115472,house,other,8 Marla,3,3,32500000,8.0
45724849,house,"al rehman garden, lahore, punjab",3 Marla,2,2,8500000,3.0
45723411,house,"al rehman garden, lahore, punjab",5 Marla,6,4,13800000,5.0
41889316,house,"al rehman garden, lahore, punjab",2.9 Marla,3,3,9200000,2.9
46184533,house,"valencia housing society, lahore, punjab",10 Marla,6,5,37000000,10.0
46994324,house,"bahria town, lahore, punjab",5 Marla,4,3,19500000,5.0
44930982,house,"dha defence, lahore, punjab",5 Marla,4,3,21200000,5.0
44930935,house,"dha defence, lahore, punjab",5 Marla,4,3,22000000,5.0
44930851,house,"dha defence, lahore, punjab",5 Marla,4,3,21500000,5.0
44930791,house,"dha defence, lahore, punjab",5 Marla,4,3,20000000,5.0
46925067,house,"dha defence, lahore, punjab",1 Kanal,6,5,96000000,20.0
45234490,house,other,1 Kanal,6,7,59000000,20.0
46388901,house,other,10 Marla,5,4,39000000,10.0
46363739,house,other,10 Marla,5,4,39000000,10.0
46045555,house,other,5 Marla,4,3,21000000,5.0
44930541,house,"dha defence, lahore, punjab",5 Marla,4,3,19600000,5.0
46996627,house,"dha defence, lahore, punjab",2 Kanal,6,10,125000000,40.0
46593132,flat,"dha defence, lahore, punjab",10 Marla,4,3,16500000,10.0
46801508,house,"bahria town, lahore, punjab",10 Marla,6,4,32500000,10.0
45924252,house,"bahria orchard, lahore, punjab",5 Marla,4,3,16500000,5.0
46976669,house,"dha defence, lahore, punjab",1 Kanal,6,6,60000000,20.0
46221485,house,other,5 Marla,6,5,17000000,5.0
45930674,flat,"khayaban-e-amin, lahore, punjab",5 Marla,1,2,2250000,5.0
46979591,house,"dha defence, lahore, punjab",10 Marla,5,4,43000000,10.0
46979468,house,"johar town, lahore, punjab",12 Marla,5,5,50000000,12.0
46623360,house,other,6 Marla,6,7,25000000,6.0
45496267,house,other,3 Marla,3,3,11500000,3.0
45847994,house,other,7 Marla,7,6,30500000,7.0
46362106,house,"dha defence, lahore, punjab",1 Kanal,6,5,69000000,20.0
46979787,house,"dha defence, lahore, punjab",5 Marla,4,3,17500000,5.0
46596459,house,"dha defence, lahore, punjab",1 Kanal,6,5,69500000,20.0
46804685,house,"dha defence, lahore, punjab",1 Kanal,6,6,105000000,20.0
46895853,house,"dha defence, lahore, punjab",5 Marla,4,3,24000000,5.0
46926733,house,"dha defence, lahore, punjab",3 Kanal,6,5,350000000,60.0
45921548,house,other,6 Marla,4,3,12500000,6.0
45921629,house,"al rehman garden, lahore, punjab",3 Marla,3,3,7000000,3.0
46654430,house,other,9 Marla,5,4,31000000,9.0
45921444,house,other,3.5 Marla,3,3,14500000,3.5
44810120,house,"bahria town, lahore, punjab",1 Kanal,6,5,60000000,20.0
44909025,house,"bahria town, lahore, punjab",10 Marla,6,5,37000000,10.0
46533511,house,"bahria town, lahore, punjab",10 Marla,6,5,35000000,10.0
46973578,house,other,7 Marla,4,3,23500000,7.0
45479984,house,"bahria orchard, lahore, punjab",10 Marla,6,5,34000000,10.0
46974378,house,"dha defence, lahore, punjab",1 Kanal,6,5,115000000,20.0
46132328,house,"bahria town, lahore, punjab",10 Marla,6,5,36500000,10.0
46044039,house,"bahria orchard, lahore, punjab",5 Marla,4,3,14800000,5.0
46281123,house,other,10 Marla,5,4,47500000,10.0
46486073,house,"bahria orchard, lahore, punjab",5 Marla,4,3,14500000,5.0
46903491,house,"dha defence, lahore, punjab",1 Kanal,6,5,85000000,20.0
46930091,house,"dha defence, lahore, punjab",5 Marla,3,3,25000000,5.0
42271078,house,"johar town, lahore, punjab",5.5 Marla,6,5,28500000,5.5
46174858,house,other,4 Marla,3,3,12500000,4.0
46504351,house,"dha defence, lahore, punjab",1 Kanal,6,5,59900000,20.0
46554400,house,"bahria town, lahore, punjab",5 Marla,4,3,18500000,5.0
46554374,house,"bahria town, lahore, punjab",8 Marla,4,3,23000000,8.0
40234455,flat,"askari, lahore, punjab",10 Marla,3,3,33000000,10.0
46060117,house,"raiwind road, lahore, punjab",3 Marla,4,3,11500000,3.0
46967332,house,other,4 Marla,4,4,12500000,4.0
46554350,house,"bahria town, lahore, punjab",10 Marla,6,5,27000000,10.0
46967934,house,"state life housing society, lahore, punjab",10 Marla,5,4,46000000,10.0
46968621,house,"bahria orchard, lahore, punjab",7 Marla,6,5,22000000,7.0
46553181,house,"bahria town, lahore, punjab",5 Marla,4,3,18500000,5.0
41853918,house,other,5 Marla,5,5,20500000,5.0
46553138,house,"bahria town, lahore, punjab",5 Marla,3,3,18000000,5.0
46948220,house,other,10 Marla,3,2,22000000,10.0
46389307,house,other,1 Kanal,5,5,90000000,20.0
46948928,house,"raiwind road, lahore, punjab",5 Marla,5,4,23000000,5.0
46924172,house,other,3 Marla,3,3,10500000,3.0
46471123,house,"central park housing scheme, lahore, punjab",10 Marla,5,4,21000000,10.0
46924858,house,"gt road, lahore, punjab",3 Marla,4,3,11600000,3.0
46949425,house,"raiwind road, lahore, punjab",10 Marla,6,6,46500000,10.0
46275358,house,"dha defence, lahore, punjab",1 Kanal,6,5,70000000,20.0
43153647,flat,"bahria town, lahore, punjab",2.2 Marla,1,1,6500000,2.2
46502738,house,"bahria town, lahore, punjab",10 Marla,5,5,35000000,10.0
44203477,flat,other,4.2 Marla,2,2,10000000,4.2
46949865,house,"raiwind road, lahore, punjab",5 Marla,5,4,23500000,5.0
46026351,house,"dha defence, lahore, punjab",1 Kanal,6,5,97500000,20.0
46950585,house,other,17 Marla,6,6,61000000,17.0
46696759,house,"dha defence, lahore, punjab",1 Kanal,6,6,160000000,20.0
46467908,flat,"bahria orchard, lahore, punjab",5 Marla,2,2,5500000,5.0
46902752,house,"johar town, lahore, punjab",5 Marla,3,3,20000000,5.0
46882169,house,other,2 Marla,2,2,7500000,2.0
46950611,house,"raiwind road, lahore, punjab",1 Kanal,6,5,90000000,20.0
46951187,house,other,10 Marla,6,5,34000000,10.0
46951751,house,"raiwind road, lahore, punjab",7 Marla,6,6,36500000,7.0
46954103,flat,other,5.9 Marla,3,3,23000000,5.9
45636237,house,"central park housing scheme, lahore, punjab",4 Marla,4,3,12000000,4.0
46969029,house,"bahria town, lahore, punjab",5 Marla,4,3,23000000,5.0
46810536,house,"dha defence, lahore, punjab",1 Kanal,6,5,105000000,20.0
46969031,house,"bahria town, lahore, punjab",5 Marla,4,3,24000000,5.0
46553121,house,"bahria town, lahore, punjab",5 Marla,4,3,16500000,5.0
46552143,house,"bahria town, lahore, punjab",1 Kanal,6,6,60000000,20.0
46969030,house,other,5 Marla,4,3,22500000,5.0
46968823,house,"bahria orchard, lahore, punjab",8 Marla,6,5,22500000,8.0
46969152,house,"raiwind road, lahore, punjab",3 Marla,4,3,11000000,3.0
46933038,house,"bahria orchard, lahore, punjab",8 Marla,5,5,27000000,8.0
46551994,flat,"bahria town, lahore, punjab",2.2 Marla,1,1,4500000,2.2
46878584,house,"bahria orchard, lahore, punjab",1 Kanal,6,5,36000000,20.0
45996926,house,other,10 Marla,6,5,35000000,10.0
46924162,house,other,5 Marla,3,3,9000000,5.0
45997327,house,other,3 Marla,3,3,13500000,3.0
46935519,flat,"bahria town, lahore, punjab",3.6 Marla,2,2,13300000,3.6
46935760,house,"bahria town, lahore, punjab",5 Marla,4,3,22500000,5.0
46935769,house,"bahria town, lahore, punjab",5 Marla,4,3,23000000,5.0
46935767,house,"bahria town, lahore, punjab",10 Marla,6,5,41000000,10.0
46935761,house,"bahria town, lahore, punjab",5 Marla,4,3,25000000,5.0
46935764,house,"bahria town, lahore, punjab",10 Marla,6,5,48000000,10.0
46705813,house,"central park housing scheme, lahore, punjab",10 Marla,6,5,29500000,10.0
46367547,house,other,2 Marla,2,2,5590000,2.0
46932154,house,"dha defence, lahore, punjab",10 Marla,6,5,65500000,10.0
45298886,house,"dha defence, lahore, punjab",1 Kanal,6,5,68500000,20.0
46938328,flat,"gulberg, lahore, punjab",8 Marla,4,3,30000000,8.0
46939264,house,"wapda town, lahore, punjab",5 Marla,5,5,28000000,5.0
46480818,house,other,10 Marla,6,5,29500000,10.0
46706050,house,"marghzar officers colony, lahore, punjab",10 Marla,5,4,35000000,10.0
46920288,house,other,5 Marla,4,4,20500000,5.0
46936921,house,"dha defence, lahore, punjab",2 Kanal,6,6,158000000,40.0
45507681,house,"bahria town, lahore, punjab",10 Marla,6,5,29900000,10.0
45396842,house,"bahria town, lahore, punjab",5 Marla,4,3,17700000,5.0
46813637,house,"park view city, lahore, punjab",5 Marla,5,4,12500000,5.0
46879373,house,"dha defence, lahore, punjab",10 Marla,5,4,52500000,10.0
36216382,house,"gulberg, lahore, punjab",1 Kanal,6,6,98500000,20.0
45737203,house,"central park housing scheme, lahore, punjab",10 Marla,5,6,26500000,10.0
46928710,house,other,5 Marla,3,3,23000000,5.0
45792309,flat,"bahria town, lahore, punjab",2.3 Marla,1,1,5800000,2.3
46826253,house,"central park housing scheme, lahore, punjab",5 Marla,4,3,18000000,5.0
46929903,house,other,18 Marla,6,5,65000000,18.0
46881813,house,"bahria orchard, lahore, punjab",10 Marla,6,5,32500000,10.0
46930057,house,"bahria town, lahore, punjab",10 Marla,2,5,45000000,10.0
46896925,house,"marghzar officers colony, lahore, punjab",10 Marla,4,3,26500000,10.0
46672604,house,other,5 Marla,6,6,29500000,5.0
46862562,house,"marghzar officers colony, lahore, punjab",10 Marla,5,6,33000000,10.0
46916370,house,other,12 Marla,6,6,48000000,12.0
46916432,house,"bahria orchard, lahore, punjab",8 Marla,6,5,24500000,8.0
46902613,house,"raiwind road, lahore, punjab",10 Marla,5,5,47500000,10.0
46876624,house,"raiwind road, lahore, punjab",5 Marla,5,4,23500000,5.0
46918070,house,"valencia housing society, lahore, punjab",10 Marla,4,4,35000000,10.0
46490094,house,"central park housing scheme, lahore, punjab",10 Marla,6,5,28000000,10.0
46249827,house,"dha defence, lahore, punjab",1 Kanal,6,5,125000000,20.0
46470407,house,"central park housing scheme, lahore, punjab",5 Marla,6,4,16000000,5.0
46916601,house,"park view city, lahore, punjab",5 Marla,4,3,15800000,5.0
46921115,house,other,3 Marla,4,4,12500000,3.0
46921189,house,other,5 Marla,3,4,14600000,5.0
46891700,house,other,2 Marla,3,3,6100000,2.0
46419522,house,other,9 Marla,5,4,29000000,9.0
46915578,house,other,5 Marla,3,3,15000000,5.0
46915382,house,other,5 Marla,3,4,9500000,5.0
45805694,house,other,1.7 Kanal,6,5,170000000,34.0
46811874,house,"gt road, lahore, punjab",5 Marla,5,5,15000000,5.0
46916280,house,"bahria orchard, lahore, punjab",5 Marla,5,3,17500000,5.0
46158289,house,other,5 Marla,5,5,19000000,5.0
46773542,flat,"askari, lahore, punjab",10 Marla,3,3,34500000,10.0
46879967,house,"dha defence, lahore, punjab",1 Kanal,6,6,115000000,20.0
46639379,house,"dha defence, lahore, punjab",1 Kanal,6,6,120000000,20.0
46701107,house,"dha defence, lahore, punjab",10 Marla,6,5,87500000,10.0
46410262,house,"dha defence, lahore, punjab",1 Kanal,6,5,85000000,20.0
46930962,house,"bahria orchard, lahore, punjab",5 Marla,4,3,17500000,5.0
46893427,flat,"johar town, lahore, punjab",1.2 Marla,1,1,3000000,1.2
46358167,flat,"dha defence, lahore, punjab",13 Marla,3,3,85000000,13.0
45907259,house,"bahria orchard, lahore, punjab",5 Marla,4,3,13300000,5.0
46930946,house,"dha defence, lahore, punjab",1 Kanal,6,5,89000000,20.0
46690886,flat,"dha defence, lahore, punjab",4.5 Marla,2,2,15000000,4.5
45284144,house,"bahria orchard, lahore, punjab",5 Marla,4,3,16200000,5.0
46546752,house,"bahria town, lahore, punjab",5 Marla,3,3,20000000,5.0
45906346,house,"raiwind road, lahore, punjab",3 Marla,3,3,10400000,3.0
44047704,house,"raiwind road, lahore, punjab",5 Marla,4,4,22500000,5.0
45536515,house,"bahria orchard, lahore, punjab",8 Marla,5,4,21200000,8.0
46709378,house,"central park housing scheme, lahore, punjab",10 Marla,5,5,25000000,10.0
46911601,house,"dha defence, lahore, punjab",10 Marla,4,4,58500000,10.0
46911731,house,"valencia housing society, lahore, punjab",2 Kanal,6,6,150000000,40.0
45879994,house,"wapda town, lahore, punjab",10 Marla,5,5,28500000,10.0
46912516,flat,"bahria town, lahore, punjab",1.6 Marla,1,1,5000000,1.6
42807734,house,"dha defence, lahore, punjab",1 Kanal,7,5,67500000,20.0
46912272,house,"dha defence, lahore, punjab",1 Kanal,6,5,102500000,20.0
46914361,house,"bahria town, lahore, punjab",1 Kanal,6,5,65000000,20.0
46912372,house,other,10 Marla,6,5,36000000,10.0
46914045,house,"gt road, lahore, punjab",5 Marla,5,4,16500000,5.0
43476724,house,"dha defence, lahore, punjab",1 Kanal,6,5,72500000,20.0
46914067,flat,other,3.8 Marla,1,1,13000000,3.8
46534263,house,"bahria orchard, lahore, punjab",5 Marla,3,3,16000000,5.0
46914469,house,"bahria town, lahore, punjab",5 Marla,4,3,17500000,5.0
46903978,house,"bahria orchard, lahore, punjab",10 Marla,6,5,35000000,10.0
46904100,house,"bahria orchard, lahore, punjab",8 Marla,6,5,26000000,8.0
46904268,house,"dha defence, lahore, punjab",1 Kanal,6,5,84000000,20.0
45561750,house,"dha 11 rahbar, lahore, punjab",10 Marla,5,4,41500000,10.0
46378068,house,"dha defence, lahore, punjab",10 Marla,4,4,45000000,10.0
46095937,house,"bahria orchard, lahore, punjab",10 Marla,6,5,36000000,10.0
46906437,house,"dha defence, lahore, punjab",1 Kanal,6,6,150000000,20.0
46128363,flat,"bahria town, lahore, punjab",1.2 Marla,1,1,4600000,1.2
46803692,flat,"bahria town, lahore, punjab",3.8 Marla,2,2,11500000,3.8
46874634,flat,"bahria town, lahore, punjab",2.2 Marla,1,1,6800000,2.2
46803901,flat,"bahria town, lahore, punjab",2.2 Marla,1,1,7000000,2.2
46475252,house,"bahria orchard, lahore, punjab",5 Marla,4,3,18000000,5.0
46622374,house,"bahria orchard, lahore, punjab",5 Marla,4,3,18000000,5.0
46531177,house,"dha defence, lahore, punjab",5 Marla,4,3,21000000,5.0
46866377,house,"dha defence, lahore, punjab",1.1 Kanal,6,5,130000000,22.0
45882975,house,"dha defence, lahore, punjab",10 Marla,5,4,54000000,10.0
46898748,house,"bahria town, lahore, punjab",11 Marla,6,5,55000000,11.0
42588790,house,other,1 Kanal,6,7,80000000,20.0
46380882,house,"state life housing society, lahore, punjab",5 Marla,4,3,19800000,5.0
39228350,house,"gulberg, lahore, punjab",1 Kanal,5,5,75000000,20.0
45901843,house,"state life housing society, lahore, punjab",5 Marla,4,3,21000000,5.0
46286962,house,"state life housing society, lahore, punjab",10 Marla,5,4,39500000,10.0
46286888,house,"state life housing society, lahore, punjab",1 Kanal,6,5,65500000,20.0
45803809,flat,"gulberg, lahore, punjab",10 Marla,3,3,17000000,10.0
45958085,house,"state life housing society, lahore, punjab",5 Marla,4,3,21500000,5.0
45901233,house,"state life housing society, lahore, punjab",10 Marla,5,4,39900000,10.0
45631482,house,"state life housing society, lahore, punjab",1 Kanal,6,5,53000000,20.0
45631455,house,"state life housing society, lahore, punjab",5 Marla,4,3,16500000,5.0
45397548,house,"park view city, lahore, punjab",10 Marla,6,5,37000000,10.0
46848099,house,"valencia housing society, lahore, punjab",5 Marla,4,3,22000000,5.0
46898323,house,"bahria town, lahore, punjab",11 Marla,6,5,45000000,11.0
46898722,house,"bahria town, lahore, punjab",10 Marla,6,5,45000000,10.0
46867251,house,"dha defence, lahore, punjab",2 Kanal,6,5,140000000,40.0
46898886,house,"bahria town, lahore, punjab",10 Marla,6,5,42500000,10.0
46438133,house,"park view city, lahore, punjab",5 Marla,5,4,17500000,5.0
46304743,house,"dha defence, lahore, punjab",1.3 Kanal,5,5,77500000,26.0
46830191,house,"dha defence, lahore, punjab",10 Marla,6,5,57500000,10.0
46697601,flat,"askari, lahore, punjab",11 Marla,3,3,37000000,11.0
46660480,flat,"askari, lahore, punjab",10 Marla,3,3,35800000,10.0
46900975,house,"dha defence, lahore, punjab",5 Marla,4,3,23000000,5.0
45253789,house,other,10 Marla,5,4,30000000,10.0
46901486,house,"khayaban-e-amin, lahore, punjab",5 Marla,4,3,16000000,5.0
46901217,house,"gt road, lahore, punjab",5 Marla,4,3,19500000,5.0
46901512,house,"khayaban-e-amin, lahore, punjab",5 Marla,4,3,16000000,5.0
46892842,house,"dha defence, lahore, punjab",1 Kanal,6,5,68500000,20.0
46252973,house,other,5 Marla,3,3,16500000,5.0
46889650,house,"dha defence, lahore, punjab",5 Marla,4,3,26000000,5.0
46622375,house,"bahria orchard, lahore, punjab",5 Marla,4,3,18000000,5.0
46410353,house,"dha defence, lahore, punjab",1 Kanal,6,5,77000000,20.0
45998310,house,"park view city, lahore, punjab",5 Marla,5,4,17500000,5.0
46391772,house,"park view city, lahore, punjab",5 Marla,4,4,20000000,5.0
46252791,house,other,18 Marla,5,5,75000000,18.0
46732011,house,"gt road, lahore, punjab",5 Marla,5,4,18000000,5.0
46251363,house,"dha defence, lahore, punjab",1 Kanal,6,5,97500000,20.0
46264062,house,"dha defence, lahore, punjab",1 Kanal,6,5,89500000,20.0
46896545,house,other,9 Marla,6,5,32500000,9.0
46816971,house,"bahria orchard, lahore, punjab",10 Marla,6,5,37500000,10.0
46890621,house,"dha defence, lahore, punjab",5 Marla,4,3,18500000,5.0
45834660,house,"johar town, lahore, punjab",10 Marla,6,5,35000000,10.0
46805711,house,"bahria town, lahore, punjab",10 Marla,6,5,40000000,10.0
46289264,house,"bahria town, lahore, punjab",10 Marla,6,5,39000000,10.0
46874793,house,"dha defence, lahore, punjab",1 Kanal,5,4,98000000,20.0
46389389,house,"gt road, lahore, punjab",1.3 Marla,2,2,3200000,1.3
46885507,house,other,5 Marla,4,3,14000000,5.0
44976982,house,"gulberg, lahore, punjab",4 Kanal,6,9,350000000,80.0
46576581,house,"paragon city, lahore, punjab",5 Marla,4,3,20000000,5.0
46584264,house,other,5 Marla,4,3,21500000,5.0
46576571,house,"paragon city, lahore, punjab",5 Marla,4,3,18200000,5.0
46576559,house,"paragon city, lahore, punjab",5 Marla,4,3,20000000,5.0
46576552,house,"paragon city, lahore, punjab",5 Marla,4,3,19200000,5.0
46886026,house,"bahria town, lahore, punjab",10 Marla,6,7,40000000,10.0
46576565,house,"paragon city, lahore, punjab",5 Marla,4,3,20000000,5.0
46576554,house,"paragon city, lahore, punjab",5 Marla,4,3,20000000,5.0
46886014,house,"bahria town, lahore, punjab",10 Marla,5,5,37500000,10.0
46886015,house,"bahria town, lahore, punjab",10 Marla,6,5,34900000,10.0
46854917,house,other,9.5 Marla,4,3,32500000,9.5
46848627,house,"wapda town, lahore, punjab",1 Kanal,4,3,60000000,20.0
46879284,house,"al rehman garden, lahore, punjab",5 Marla,6,5,16000000,5.0
45893417,house,"dha 11 rahbar, lahore, punjab",5 Marla,4,3,21500000,5.0
46714215,flat,"bahria town, lahore, punjab",3.6 Marla,2,2,8240000,3.6
46878945,house,"al rehman garden, lahore, punjab",5 Marla,6,5,17500000,5.0
46879649,house,other,5 Marla,4,3,19000000,5.0
46846264,flat,"askari, lahore, punjab",11 Marla,4,3,41000000,11.0
46880504,house,"johar town, lahore, punjab",5 Marla,6,5,25000000,5.0
46387104,flat,"bahria town, lahore, punjab",2 Marla,1,1,6670000,2.0
46375147,house,"dha defence, lahore, punjab",1 Kanal,5,5,65000000,20.0
46644147,house,"dha defence, lahore, punjab",5 Marla,4,3,19700000,5.0
46880195,house,other,5 Marla,5,4,17300000,5.0
45008315,house,"bahria town, lahore, punjab",5 Marla,4,3,17000000,5.0
46839461,house,other,10 Marla,6,7,40000000,10.0
46656898,house,"dha defence, lahore, punjab",2 Kanal,6,5,370000000,40.0
46192850,house,"wapda town, lahore, punjab",1 Kanal,6,6,78000000,20.0
45458086,house,other,10 Marla,5,4,31500000,10.0
45661533,house,other,12.2 Marla,6,5,42000000,12.2
46318369,house,other,5 Marla,3,3,15000000,5.0
46815587,house,"dha defence, lahore, punjab",5 Marla,5,4,20000000,5.0
45251308,house,other,5 Marla,5,5,22000000,5.0
46077709,house,"central park housing scheme, lahore, punjab",5 Marla,4,3,15500000,5.0
45972665,house,other,5 Marla,4,3,14000000,5.0
42489402,house,other,10 Marla,6,5,30000000,10.0
46858367,house,other,2 Marla,4,3,8500000,2.0
46844502,flat,"bahria orchard, lahore, punjab",2.8 Marla,1,1,8622000,2.8
43855567,house,other,1 Kanal,4,4,57000000,20.0
46639513,house,other,4.1 Marla,3,3,15000000,4.1
46523229,flat,"bahria town, lahore, punjab",2.3 Marla,1,1,6899000,2.3
46523532,flat,"bahria town, lahore, punjab",2.4 Marla,1,1,6699000,2.4
46379695,flat,"bahria town, lahore, punjab",2.1 Marla,1,1,6815000,2.1
46504801,flat,"bahria town, lahore, punjab",2.4 Marla,1,1,6700000,2.4
46860753,house,"gt road, lahore, punjab",5 Marla,4,3,11000000,5.0
46861285,house,other,1.1 Kanal,5,5,120000000,22.0
44689741,house,"gulberg, lahore, punjab",4 Kanal,6,6,600000000,80.0
46861188,house,"dha 11 rahbar, lahore, punjab",5 Marla,5,3,16800000,5.0
46862019,house,"dha defence, lahore, punjab",10 Marla,4,4,67000000,10.0
46858392,house,"paragon city, lahore, punjab",5 Marla,4,3,19500000,5.0
46683597,house,"dha defence, lahore, punjab",1.3 Kanal,5,5,79500000,26.0
46702107,house,other,7.4 Marla,5,5,23000000,7.4
46847853,house,other,7 Marla,2,3,22000000,7.0
